//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
0
//Season 1+
34	1	0	2	2	1	15	1	"Ashcrow Helm"		67	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	2	1	15	1	"Eclipse Helm"		67	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	2	1	15	1	"Iris Helm"		67	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
38	1	0	2	2	1	15	1	"Glorious Mask"		97	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Helm"	28	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Helm"		50	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Helm"		68	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Helm"		81	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Helm"	110	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Helm"	116	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	2	1	15	1	"Titan  Helm"		111	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	2	1	15	1	"Brave Helm"		107	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Helm"		111	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Helm"		104	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Royal Mask"		111	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	2	1	15	1	"Hades Helm"		109	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Helm "	143	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	2	1	15	1	"Sacred Helm"		54	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	2	1	15	1	"Storm Hard Helm"	70	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	2	1	15	1	"Piercing Helm"		90	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	2	1	15	1	"Storm Jahad Helm"	70	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	2	1	15	1	"Phoenix Soul Helmet"	128	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	2	1	15	1	"Valhalla Helm"		143	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	2	1	15	1	"Cerberus Helm"		143	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	1	"Erinys Helm"		143	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
58	1	0	2	2	1	15	1	"Arch Demon Mask"	143	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	2	1	15	1	"Stormwing Helm"	143	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Helmet"	143	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	1	"Robust Helmet"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	1	"Gru hill Helmet"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	1	"Princie Helmet"	145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	1	"Hirat Helmet"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	1	"Sate Helmet"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	1	"Robust Helmet"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	1	"Princie Helmet"	136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	1	"BA. Knight Helm"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	1	"BA. Wizard Helm"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	1	"BA. Elf Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	1	"BA. Summoner Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
103	1	0	2	2	1	15	1	"BA. Lord Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	1	"BA. Fighter Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
105	1	0	2	2	1	15	1	"BA. Lancer Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	1	"BA. Knight Helm"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	1	"BA. Wizard Helm"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	1	"BA. Elf Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	1	"BA. Summoner Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
119	1	0	2	2	1	15	1	"BA. Lord Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	1	"BA. Fighter Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	1	"BA. Lancer Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
8
//Season 1+
0	1	0	2	2	1	15	1	"Bronze Armor"		18	0		1		1			34	0	0	1	0		0	1	0	1	1	0	0	0
1	1	0	2	3	1	15	1	"Dragon Armor"		59	0		1		1			68	0	0	1	0		0	1	0	1	0	0	0	0
2	1	0	2	2	1	15	1	"Pad Armor"		10	0		1		1			28	0	0	1	0		1	0	0	1	0	0	0	0
3	1	0	2	2	1	15	1	"Legendary Armor"	56	0		1		1			42	0	0	1	0		1	0	0	1	0	0	0	0
4	1	0	2	2	1	15	1	"Bone Armor"		22	0		1		1			30	0	0	1	0		1	0	0	1	0	0	0	0
5	1	0	2	3	1	15	1	"Leather Armor"		10	0		1		1			30	0	0	1	0		0	1	0	1	1	0	1	0
6	1	0	2	2	1	15	1	"Scale Armor"		28	0		1		1			40	0	0	1	0		0	1	0	1	1	0	1	0
7	1	0	2	3	1	15	1	"Sphinx Armor"		38	0		1		1			36	0	0	1	0		1	0	0	1	0	0	0	0
8	1	0	2	2	1	15	1	"Brass Armor"		38	0		1		1			44	0	0	1	0		0	1	0	1	0	0	1	0
9	1	0	2	2	1	15	1	"Plate Armor"		48	0		1		1			50	0	0	1	0		0	1	0	1	0	0	1	0
10	1	0	2	2	1	15	1	"Vine Armor"		10	0		1		1			22	0	0	1	0		0	0	1	0	0	0	0	0
11	1	0	2	2	1	15	1	"Silk Armor"		20	0		1		1			26	0	0	1	0		0	0	1	0	0	0	0	0
12	1	0	2	2	1	15	1	"Wind Armor"		32	0		1		1			32	0	0	1	0		0	0	1	0	0	0	0	0
13	1	0	2	2	1	15	1	"Spirit Armor"		44	0		1		1			38	0	0	1	0		0	0	1	0	0	0	0	0
14	1	0	2	2	1	15	1	"Guardian Armor"	57	0		1		1			45	0	0	1	0		0	0	1	0	0	0	0	0
15	1	0	2	3	1	15	1	"Storm Crow Armor"	80	0		1		1			80	0	0	1	0		0	0	0	1	0	0	0	0
16	1	0	2	3	1	15	1	"Black Dragon Armor"	90	0		1		1			74	0	0	1	0		0	1	0	0	0	0	0	0
17	1	0	2	3	1	15	1	"Dark Phoenix Armor"	100	0		1		1			80	0	0	1	0		0	2	0	0	0	0	0	0
18	1	0	2	3	1	15	1	"Grand Soul Armor"	91	0		1		1			67	0	0	1	0		2	0	0	0	0	0	0	0
19	1	0	2	2	1	15	1	"Divine Armor"		92	0		1		1			74	0	0	1	0		0	0	2	0	0	0	0	0
20	1	0	2	3	1	15	1	"Thunder Hawk Armor"	107	0		1		1			82	0	0	1	0		0	0	0	1	0	0	0	0
21	1	0	2	3	1	15	1	"Great Dragon Armor"	126	0		1		1			86	0	0	1	0		0	2	0	0	0	0	0	0
22	1	0	2	3	1	15	1	"Dark Soul Armor"	122	0		1		1			75	0	0	1	0		2	0	0	0	0	0	0	0
23	1	0	2	3	1	15	1	"Hurricane Armor"	128	0		1		1			90	0	0	1	0		0	0	0	1	0	0	0	0
24	1	0	2	2	1	15	1	"Red Sprit Armor"	109	0		1		1			80	0	0	1	0		0	0	2	0	0	0	0	0
25	1	0	2	3	1	15	1	"Light Plate Armor"	62	0		1		1			42	0	0	1	0		0	0	0	0	1	0	0	0
26	1	0	2	3	1	15	1	"Adamantine Armor"	78	0		1		1			56	0	0	1	0		0	0	0	0	1	0	0	0
27	1	0	2	3	1	15	1	"Dark Steel Armor"	96	0		1		1			70	0	0	1	0		0	0	0	0	1	0	0	0
28	1	0	2	3	1	15	1	"Dark Master Armor"	117	0		1		1			78	0	0	1	0		0	0	0	0	1	0	0	0
//Season 2+
29	1	0	2	3	1	15	1	"Dragon Knight Armor"	140	0		1		1			90	1	0	1	380		0	2	0	0	0	0	0	0
30	1	0	2	3	1	15	1	"Venom Mist Armor"	146	0		1		1			86	1	0	1	380		2	0	0	0	0	0	0	0
31	1	0	2	3	1	15	1	"Sylphid Ray Armor"	146	0		1		1			86	1	0	1	380		0	0	2	0	0	0	0	0
32	1	0	2	3	1	15	1	"Volcano Armor"		147	0		1		1			95	1	0	1	380		0	0	0	1	0	0	0	0
33	1	0	2	3	1	15	1	"Sunlight Armor"	147	0		1		1			82	1	0	1	380		0	0	0	0	1	0	0	0
34	1	0	2	3	1	15	1	"Ashcrow Armor"		75	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	3	1	15	1	"Eclipse Armor"		75	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	3	1	15	1	"Iris Armor"		75	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
37	1	0	2	3	1	15	1	"Valiant Armor"		105	0		1		1			81	0	0	1	0		0	0	0	1	0	0	0	0
38	1	0	2	3	1	15	1	"Glorious Armor"	105	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Armor"	34	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Armor"	56	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Armor"		75	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Armor"		91	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Armor"	122	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Armor"	131	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	3	1	15	1	"Titan  Armor"		132	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	3	1	15	1	"Brave Armor"		128	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
47	1	0	2	3	1	15	1	"Phantom  Armor"	131	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
48	1	0	2	3	1	15	1	"Destroy Armor"		125	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Armor"	129	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Armor"		122	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	3	1	15	1	"Royal Armor"		132	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	3	1	15	1	"Hades Armor"		129	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Armor "	148	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	3	1	15	1	"Sacred Armor"		66	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	3	1	15	1	"Storm Hard Armor"	82	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	3	1	15	1	"Piercing Armor"	101	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	3	1	15	1	"Storm Jahad Armor"	82	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	3	1	15	1	"Phoenix Soul Armor"	143	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	3	1	15	1	"Valhalla Armor"	148	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	3	1	15	1	"Cerberus Armor"	148	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	1	"Erinys Armor"		148	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
57	1	0	2	3	1	15	1	"Shiva Armor"		148	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
58	1	0	2	3	1	15	1	"Arch Demon Armor"	148	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	3	1	15	1	"Stromwing Armor"	148	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Armor"	148	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
76	1	0	2	3	1	15	1	"Magic Knight Armor"	148	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	1	"Robust Armor"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	1	"Gru hill Armor"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	1	"Princie Armor"		145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	1	"Hirat Armor"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	1	"Sate Armor"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	1	"Robust Armor"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	1	"Princie Armor"		136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	1	"BA. Knight Armor"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	1	"BA. Wizard Armor"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	1	"BA. Elf Armor"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	1	"BA. Summoner Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
102	1	0	2	2	1	15	1	"BA. Magic Armor"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
103	1	0	2	2	1	15	1	"BA. Lord Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	1	"BA. Fighter Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
105	1	0	2	2	1	15	1	"BA. Lancer Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	1	"BA. Knight Armor"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	1	"BA. Wizard Armor"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	1	"BA. Elf Armor"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	1	"BA. Summoner Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
118	1	0	2	2	1	15	1	"BA. Magic Armor"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
119	1	0	2	2	1	15	1	"BA. Lord Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	1	"BA. Fighter Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	1	"BA. Lancer Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
9
//Season 1+
0	1	0	2	2	1	15	1	"Bronze Pants"		15	0		1		1			34	0	0	1	0		0	1	0	1	1	0	0	0
1	1	0	2	2	1	15	1	"Dragon Pants"		55	0		1		1			68	0	0	1	0		0	1	0	1	0	0	0	0
2	1	0	2	2	1	15	1	"Pad Pants"		8	0		1		1			28	0	0	1	0		1	0	0	1	0	0	0	0
3	1	0	2	2	1	15	1	"Legendary Pants"	53	0		1		1			42	0	0	1	0		1	0	0	1	0	0	0	0
4	1	0	2	2	1	15	1	"Bone Pants"		20	0		1		1			30	0	0	1	0		1	0	0	1	0	0	0	0
5	1	0	2	2	1	15	1	"Leather Pants"		8	0		1		1			30	0	0	1	0		0	1	0	1	1	0	1	0
6	1	0	2	2	1	15	1	"Scale Pants"		25	0		1		1			40	0	0	1	0		0	1	0	1	1	0	1	0
7	1	0	2	2	1	15	1	"Sphinx Pants"		34	0		1		1			36	0	0	1	0		1	0	0	1	0	0	0	0
8	1	0	2	2	1	15	1	"Brass Pants"		35	0		1		1			44	0	0	1	0		0	1	0	1	0	0	1	0
9	1	0	2	2	1	15	1	"Plate Pants"		45	0		1		1			50	0	0	1	0		0	1	0	1	0	0	1	0
10	1	0	2	2	1	15	1	"Vine Pants"		8	0		1		1			22	0	0	1	0		0	0	1	0	0	0	0	0
11	1	0	2	2	1	15	1	"Silk Pants"		18	0		1		1			26	0	0	1	0		0	0	1	0	0	0	0	0
12	1	0	2	2	1	15	1	"Wind Pants"		30	0		1		1			32	0	0	1	0		0	0	1	0	0	0	0	0
13	1	0	2	2	1	15	1	"Spirit Pants"		42	0		1		1			38	0	0	1	0		0	0	1	0	0	0	0	0
14	1	0	2	2	1	15	1	"Guardian Pants"	54	0		1		1			45	0	0	1	0		0	0	1	0	0	0	0	0
15	1	0	2	2	1	15	1	"Storm Crow Pants"	74	0		1		1			80	0	0	1	0		0	0	0	1	0	0	0	0
16	1	0	2	2	1	15	1	"Black Dragon Pants"	84	0		1		1			74	0	0	1	0		0	1	0	0	0	0	0	0
17	1	0	2	2	1	15	1	"Dark Phoenix Pants"	96	0		1		1			80	0	0	1	0		0	2	0	0	0	0	0	0
18	1	0	2	2	1	15	1	"Grand Soul Pants"	86	0		1		1			67	0	0	1	0		2	0	0	0	0	0	0	0
19	1	0	2	2	1	15	1	"Divine Pants"		88	0		1		1			74	0	0	1	0		0	0	2	0	0	0	0	0
20	1	0	2	2	1	15	1	"Thunder Hawk Pants"	99	0		1		1			82	0	0	1	0		0	0	0	1	0	0	0	0
21	1	0	2	2	1	15	1	"Great Dragon Pants"	113	0		1		1			86	0	0	1	0		0	2	0	0	0	0	0	0
22	1	0	2	2	1	15	1	"Dark Soul Pants"	117	0		1		1			75	0	0	1	0		2	0	0	0	0	0	0	0
23	1	0	2	2	1	15	1	"Hurricane Pants"	122	0		1		1			90	0	0	1	0		0	0	0	1	0	0	0	0
24	1	0	2	2	1	15	1	"Red Spirit Pants"	100	0		1		1			80	0	0	1	0		0	0	2	0	0	0	0	0
25	1	0	2	2	1	15	1	"Light Plate Pants"	50	0		1		1			42	0	0	1	0		0	0	0	0	1	0	0	0
26	1	0	2	2	1	15	1	"Adamantine Pants"	70	0		1		1			56	0	0	1	0		0	0	0	0	1	0	0	0
27	1	0	2	2	1	15	1	"Dark Steel Pants"	92	0		1		1			70	0	0	1	0		0	0	0	0	1	0	0	0
28	1	0	2	2	1	15	1	"Dark Master Pants"	110	0		1		1			78	0	0	1	0		0	0	0	0	1	0	0	0
//Season 2+
29	1	0	2	2	1	15	1	"Dragon Knight Pants"	134	0		1		1			90	1	0	1	380		0	2	0	0	0	0	0	0
30	1	0	2	2	1	15	1	"Venom Mist Pants"	135	0		1		1			86	1	0	1	380		2	0	0	0	0	0	0	0
31	1	0	2	2	1	15	1	"Sylphid Ray Pants"	135	0		1		1			86	1	0	1	380		0	0	2	0	0	0	0	0
32	1	0	2	2	1	15	1	"Volcano Pants"		135	0		1		1			95	1	0	1	380		0	0	0	1	0	0	0	0
33	1	0	2	2	1	15	1	"Sunlight Pants"	140	0		1		1			82	1	0	1	380		0	0	0	0	1	0	0	0
34	1	0	2	2	1	15	1	"Ashcrow Pants"		69	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	2	1	15	1	"Eclipse Pants"		69	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	2	1	15	1	"Iris Pants"		69	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
37	1	0	2	2	1	15	1	"Valiant Pants"		101	0		1		1			81	0	0	1	0		0	0	0	1	0	0	0	0
38	1	0	2	2	1	15	1	"Glorious Pants"	101	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Pants"	30	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Pants"	53	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Pants"		72	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Pants"		86	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Pants"	117	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Pants"	122	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	2	1	15	1	"Titan  Pants"		116	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	2	1	15	1	"Brave Pants"		112	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
47	1	0	2	2	1	15	1	"Phantom  Pants"	115	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
48	1	0	2	2	1	15	1	"Destroy Pants"		113	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Pants"	116	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Pants"		109	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Royal Pants"		116	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	2	1	15	1	"Hades Pants"		114	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Pants "	145	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	2	1	15	1	"Sacred Pants"		62	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	2	1	15	1	"Storm Hard Pants"	78	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	2	1	15	1	"Piercing Pants"	95	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	2	1	15	1	"Storm Jahad Pants"	78	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	2	1	15	1	"Phoenix Soul Pants"	134	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	2	1	15	1	"Valhalla Pants"	145	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	2	1	15	1	"Cerberus Pants"	145	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	1	"Erinys Pants"		145	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
57	1	0	2	2	1	15	1	"Shiva Pants"		145	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
58	1	0	2	2	1	15	1	"Arch Demon Pants"	145	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	2	1	15	1	"Stromwing Pants"	145	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Pants"	145	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
76	1	0	2	2	1	15	1	"Magic Knight Pants"	145	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	1	"Robust Pants"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	1	"Gru hill Pants"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	1	"Princie Pants"		145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	1	"Hirat Pants"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	1	"Sate Pants"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	1	"Robust Pants"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	1	"Princie Pants"		136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	1	"BA. Knight Pants"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	1	"BA. Wizard Pants"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	1	"BA. Elf Pants"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	1	"BA. Summoner Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
102	1	0	2	2	1	15	1	"BA. Magic Pants"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
103	1	0	2	2	1	15	1	"BA. Lord Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	1	"BA. Fighter Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
